trade_date,signal_datetime_et,family,futures_root,available_report_date,as_of_date,official_release_datetime_et,cftc_contract_market_code,leveraged_money_net_pct_oi,leveraged_money_crowding_percentile,crowding_observation_count,crowding_eligible,quality_status
2012-05-14,2012-05-14T13:00:00,NASDAQ100,NQ,2012-05-08,2012-05-08,2012-05-11T15:30:00-04:00,209742,0.16607611532857544,,95,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-14,2012-05-14T13:00:00,RUSSELL2000,RTY,2012-05-08,2012-05-08,2012-05-11T15:30:00-04:00,23977A,-0.1778843602078679,,95,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-15,2012-05-15T13:00:00,SP500,ES,2012-05-08,2012-05-08,2012-05-11T15:30:00-04:00,13874A,-0.14328712979014335,,95,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-15,2012-05-15T13:00:00,NASDAQ100,NQ,2012-05-08,2012-05-08,2012-05-11T15:30:00-04:00,209742,0.16607611532857544,,95,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-15,2012-05-15T13:00:00,RUSSELL2000,RTY,2012-05-08,2012-05-08,2012-05-11T15:30:00-04:00,23977A,-0.1778843602078679,,95,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-16,2012-05-16T13:00:00,SP500,ES,2012-05-08,2012-05-08,2012-05-11T15:30:00-04:00,13874A,-0.14328712979014335,,95,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-16,2012-05-16T13:00:00,NASDAQ100,NQ,2012-05-08,2012-05-08,2012-05-11T15:30:00-04:00,209742,0.16607611532857544,,95,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-16,2012-05-16T13:00:00,RUSSELL2000,RTY,2012-05-08,2012-05-08,2012-05-11T15:30:00-04:00,23977A,-0.1778843602078679,,95,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-17,2012-05-17T13:00:00,SP500,ES,2012-05-08,2012-05-08,2012-05-11T15:30:00-04:00,13874A,-0.14328712979014335,,95,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-17,2012-05-17T13:00:00,NASDAQ100,NQ,2012-05-08,2012-05-08,2012-05-11T15:30:00-04:00,209742,0.16607611532857544,,95,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-17,2012-05-17T13:00:00,RUSSELL2000,RTY,2012-05-08,2012-05-08,2012-05-11T15:30:00-04:00,23977A,-0.1778843602078679,,95,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-18,2012-05-18T13:00:00,SP500,ES,2012-05-08,2012-05-08,2012-05-11T15:30:00-04:00,13874A,-0.14328712979014335,,95,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-18,2012-05-18T13:00:00,NASDAQ100,NQ,2012-05-08,2012-05-08,2012-05-11T15:30:00-04:00,209742,0.16607611532857544,,95,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-18,2012-05-18T13:00:00,RUSSELL2000,RTY,2012-05-08,2012-05-08,2012-05-11T15:30:00-04:00,23977A,-0.1778843602078679,,95,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-19,2012-05-19T13:00:00,SP500,ES,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,13874A,-0.11892149611751407,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-19,2012-05-19T13:00:00,NASDAQ100,NQ,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,209742,0.19669218354383522,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-19,2012-05-19T13:00:00,RUSSELL2000,RTY,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,23977A,-0.155647955970092,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-20,2012-05-20T13:00:00,SP500,ES,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,13874A,-0.11892149611751407,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-20,2012-05-20T13:00:00,NASDAQ100,NQ,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,209742,0.19669218354383522,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-20,2012-05-20T13:00:00,RUSSELL2000,RTY,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,23977A,-0.155647955970092,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-21,2012-05-21T13:00:00,SP500,ES,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,13874A,-0.11892149611751407,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-21,2012-05-21T13:00:00,NASDAQ100,NQ,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,209742,0.19669218354383522,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-21,2012-05-21T13:00:00,RUSSELL2000,RTY,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,23977A,-0.155647955970092,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-22,2012-05-22T13:00:00,SP500,ES,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,13874A,-0.11892149611751407,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-22,2012-05-22T13:00:00,NASDAQ100,NQ,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,209742,0.19669218354383522,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-22,2012-05-22T13:00:00,RUSSELL2000,RTY,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,23977A,-0.155647955970092,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-23,2012-05-23T13:00:00,SP500,ES,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,13874A,-0.11892149611751407,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-23,2012-05-23T13:00:00,NASDAQ100,NQ,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,209742,0.19669218354383522,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-23,2012-05-23T13:00:00,RUSSELL2000,RTY,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,23977A,-0.155647955970092,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-24,2012-05-24T13:00:00,SP500,ES,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,13874A,-0.11892149611751407,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-24,2012-05-24T13:00:00,NASDAQ100,NQ,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,209742,0.19669218354383522,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-24,2012-05-24T13:00:00,RUSSELL2000,RTY,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,23977A,-0.155647955970092,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-25,2012-05-25T13:00:00,SP500,ES,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,13874A,-0.11892149611751407,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-25,2012-05-25T13:00:00,NASDAQ100,NQ,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,209742,0.19669218354383522,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-25,2012-05-25T13:00:00,RUSSELL2000,RTY,2012-05-15,2012-05-15,2012-05-18T15:30:00-04:00,23977A,-0.155647955970092,,96,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-26,2012-05-26T13:00:00,SP500,ES,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,13874A,-0.15781647309749555,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-26,2012-05-26T13:00:00,NASDAQ100,NQ,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,209742,0.1758491788508214,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-26,2012-05-26T13:00:00,RUSSELL2000,RTY,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,23977A,-0.15139660611408934,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-27,2012-05-27T13:00:00,SP500,ES,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,13874A,-0.15781647309749555,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-27,2012-05-27T13:00:00,NASDAQ100,NQ,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,209742,0.1758491788508214,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-27,2012-05-27T13:00:00,RUSSELL2000,RTY,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,23977A,-0.15139660611408934,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-28,2012-05-28T13:00:00,SP500,ES,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,13874A,-0.15781647309749555,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-28,2012-05-28T13:00:00,NASDAQ100,NQ,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,209742,0.1758491788508214,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-28,2012-05-28T13:00:00,RUSSELL2000,RTY,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,23977A,-0.15139660611408934,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-29,2012-05-29T13:00:00,SP500,ES,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,13874A,-0.15781647309749555,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-29,2012-05-29T13:00:00,NASDAQ100,NQ,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,209742,0.1758491788508214,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-29,2012-05-29T13:00:00,RUSSELL2000,RTY,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,23977A,-0.15139660611408934,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-30,2012-05-30T13:00:00,SP500,ES,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,13874A,-0.15781647309749555,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-30,2012-05-30T13:00:00,NASDAQ100,NQ,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,209742,0.1758491788508214,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-30,2012-05-30T13:00:00,RUSSELL2000,RTY,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,23977A,-0.15139660611408934,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-31,2012-05-31T13:00:00,SP500,ES,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,13874A,-0.15781647309749555,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-31,2012-05-31T13:00:00,NASDAQ100,NQ,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,209742,0.1758491788508214,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-05-31,2012-05-31T13:00:00,RUSSELL2000,RTY,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,23977A,-0.15139660611408934,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-01,2012-06-01T13:00:00,SP500,ES,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,13874A,-0.15781647309749555,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-01,2012-06-01T13:00:00,NASDAQ100,NQ,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,209742,0.1758491788508214,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-01,2012-06-01T13:00:00,RUSSELL2000,RTY,2012-05-22,2012-05-22,2012-05-25T15:30:00-04:00,23977A,-0.15139660611408934,,97,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-02,2012-06-02T13:00:00,SP500,ES,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,13874A,-0.16005148044091885,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-02,2012-06-02T13:00:00,NASDAQ100,NQ,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,209742,0.14531481759574674,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-02,2012-06-02T13:00:00,RUSSELL2000,RTY,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,23977A,-0.1579393115942029,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-03,2012-06-03T13:00:00,SP500,ES,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,13874A,-0.16005148044091885,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-03,2012-06-03T13:00:00,NASDAQ100,NQ,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,209742,0.14531481759574674,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-03,2012-06-03T13:00:00,RUSSELL2000,RTY,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,23977A,-0.1579393115942029,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-04,2012-06-04T13:00:00,SP500,ES,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,13874A,-0.16005148044091885,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-04,2012-06-04T13:00:00,NASDAQ100,NQ,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,209742,0.14531481759574674,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-04,2012-06-04T13:00:00,RUSSELL2000,RTY,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,23977A,-0.1579393115942029,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-05,2012-06-05T13:00:00,SP500,ES,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,13874A,-0.16005148044091885,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-05,2012-06-05T13:00:00,NASDAQ100,NQ,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,209742,0.14531481759574674,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-05,2012-06-05T13:00:00,RUSSELL2000,RTY,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,23977A,-0.1579393115942029,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-06,2012-06-06T13:00:00,SP500,ES,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,13874A,-0.16005148044091885,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-06,2012-06-06T13:00:00,NASDAQ100,NQ,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,209742,0.14531481759574674,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-06,2012-06-06T13:00:00,RUSSELL2000,RTY,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,23977A,-0.1579393115942029,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-07,2012-06-07T13:00:00,SP500,ES,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,13874A,-0.16005148044091885,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-07,2012-06-07T13:00:00,NASDAQ100,NQ,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,209742,0.14531481759574674,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-07,2012-06-07T13:00:00,RUSSELL2000,RTY,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,23977A,-0.1579393115942029,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-08,2012-06-08T13:00:00,SP500,ES,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,13874A,-0.16005148044091885,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-08,2012-06-08T13:00:00,NASDAQ100,NQ,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,209742,0.14531481759574674,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-08,2012-06-08T13:00:00,RUSSELL2000,RTY,2012-05-29,2012-05-29,2012-06-01T15:30:00-04:00,23977A,-0.1579393115942029,,98,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-09,2012-06-09T13:00:00,SP500,ES,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,13874A,-0.14383180282587776,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-09,2012-06-09T13:00:00,NASDAQ100,NQ,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,209742,0.1250600660203911,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-09,2012-06-09T13:00:00,RUSSELL2000,RTY,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,23977A,-0.1542337497677367,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-10,2012-06-10T13:00:00,SP500,ES,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,13874A,-0.14383180282587776,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-10,2012-06-10T13:00:00,NASDAQ100,NQ,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,209742,0.1250600660203911,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-10,2012-06-10T13:00:00,RUSSELL2000,RTY,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,23977A,-0.1542337497677367,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-11,2012-06-11T13:00:00,SP500,ES,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,13874A,-0.14383180282587776,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-11,2012-06-11T13:00:00,NASDAQ100,NQ,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,209742,0.1250600660203911,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-11,2012-06-11T13:00:00,RUSSELL2000,RTY,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,23977A,-0.1542337497677367,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-12,2012-06-12T13:00:00,SP500,ES,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,13874A,-0.14383180282587776,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-12,2012-06-12T13:00:00,NASDAQ100,NQ,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,209742,0.1250600660203911,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-12,2012-06-12T13:00:00,RUSSELL2000,RTY,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,23977A,-0.1542337497677367,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-13,2012-06-13T13:00:00,SP500,ES,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,13874A,-0.14383180282587776,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-13,2012-06-13T13:00:00,NASDAQ100,NQ,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,209742,0.1250600660203911,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-13,2012-06-13T13:00:00,RUSSELL2000,RTY,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,23977A,-0.1542337497677367,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-14,2012-06-14T13:00:00,SP500,ES,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,13874A,-0.14383180282587776,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-14,2012-06-14T13:00:00,NASDAQ100,NQ,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,209742,0.1250600660203911,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-14,2012-06-14T13:00:00,RUSSELL2000,RTY,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,23977A,-0.1542337497677367,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-15,2012-06-15T13:00:00,SP500,ES,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,13874A,-0.14383180282587776,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-15,2012-06-15T13:00:00,NASDAQ100,NQ,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,209742,0.1250600660203911,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-15,2012-06-15T13:00:00,RUSSELL2000,RTY,2012-06-05,2012-06-05,2012-06-08T15:30:00-04:00,23977A,-0.1542337497677367,,99,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-16,2012-06-16T13:00:00,SP500,ES,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,13874A,-0.15946854441480737,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-16,2012-06-16T13:00:00,NASDAQ100,NQ,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,209742,0.0893351516186269,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-16,2012-06-16T13:00:00,RUSSELL2000,RTY,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,23977A,-0.12426883305652146,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-17,2012-06-17T13:00:00,SP500,ES,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,13874A,-0.15946854441480737,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-17,2012-06-17T13:00:00,NASDAQ100,NQ,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,209742,0.0893351516186269,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-17,2012-06-17T13:00:00,RUSSELL2000,RTY,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,23977A,-0.12426883305652146,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-18,2012-06-18T13:00:00,SP500,ES,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,13874A,-0.15946854441480737,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-18,2012-06-18T13:00:00,NASDAQ100,NQ,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,209742,0.0893351516186269,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-18,2012-06-18T13:00:00,RUSSELL2000,RTY,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,23977A,-0.12426883305652146,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-19,2012-06-19T13:00:00,SP500,ES,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,13874A,-0.15946854441480737,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-19,2012-06-19T13:00:00,NASDAQ100,NQ,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,209742,0.0893351516186269,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-19,2012-06-19T13:00:00,RUSSELL2000,RTY,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,23977A,-0.12426883305652146,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-20,2012-06-20T13:00:00,SP500,ES,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,13874A,-0.15946854441480737,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-20,2012-06-20T13:00:00,NASDAQ100,NQ,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,209742,0.0893351516186269,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-20,2012-06-20T13:00:00,RUSSELL2000,RTY,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,23977A,-0.12426883305652146,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-21,2012-06-21T13:00:00,SP500,ES,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,13874A,-0.15946854441480737,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-21,2012-06-21T13:00:00,NASDAQ100,NQ,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,209742,0.0893351516186269,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-21,2012-06-21T13:00:00,RUSSELL2000,RTY,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,23977A,-0.12426883305652146,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-22,2012-06-22T13:00:00,SP500,ES,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,13874A,-0.15946854441480737,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-22,2012-06-22T13:00:00,NASDAQ100,NQ,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,209742,0.0893351516186269,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-22,2012-06-22T13:00:00,RUSSELL2000,RTY,2012-06-12,2012-06-12,2012-06-15T15:30:00-04:00,23977A,-0.12426883305652146,,100,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-23,2012-06-23T13:00:00,SP500,ES,2012-06-19,2012-06-19,2012-06-22T15:30:00-04:00,13874A,-0.18939238062075625,,101,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-23,2012-06-23T13:00:00,NASDAQ100,NQ,2012-06-19,2012-06-19,2012-06-22T15:30:00-04:00,209742,0.13435500985296348,,101,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-23,2012-06-23T13:00:00,RUSSELL2000,RTY,2012-06-19,2012-06-19,2012-06-22T15:30:00-04:00,23977A,-0.1084303701053652,,101,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-24,2012-06-24T13:00:00,SP500,ES,2012-06-19,2012-06-19,2012-06-22T15:30:00-04:00,13874A,-0.18939238062075625,,101,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-24,2012-06-24T13:00:00,NASDAQ100,NQ,2012-06-19,2012-06-19,2012-06-22T15:30:00-04:00,209742,0.13435500985296348,,101,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-24,2012-06-24T13:00:00,RUSSELL2000,RTY,2012-06-19,2012-06-19,2012-06-22T15:30:00-04:00,23977A,-0.1084303701053652,,101,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-25,2012-06-25T13:00:00,SP500,ES,2012-06-19,2012-06-19,2012-06-22T15:30:00-04:00,13874A,-0.18939238062075625,,101,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-25,2012-06-25T13:00:00,NASDAQ100,NQ,2012-06-19,2012-06-19,2012-06-22T15:30:00-04:00,209742,0.13435500985296348,,101,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-25,2012-06-25T13:00:00,RUSSELL2000,RTY,2012-06-19,2012-06-19,2012-06-22T15:30:00-04:00,23977A,-0.1084303701053652,,101,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-26,2012-06-26T13:00:00,SP500,ES,2012-06-19,2012-06-19,2012-06-22T15:30:00-04:00,13874A,-0.18939238062075625,,101,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-26,2012-06-26T13:00:00,NASDAQ100,NQ,2012-06-19,2012-06-19,2012-06-22T15:30:00-04:00,209742,0.13435500985296348,,101,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-26,2012-06-26T13:00:00,RUSSELL2000,RTY,2012-06-19,2012-06-19,2012-06-22T15:30:00-04:00,23977A,-0.1084303701053652,,101,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-27,2012-06-27T13:00:00,SP500,ES,2012-06-19,2012-06-19,2012-06-22T15:30:00-04:00,13874A,-0.18939238062075625,,101,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-27,2012-06-27T13:00:00,NASDAQ100,NQ,2012-06-19,2012-06-19,2012-06-22T15:30:00-04:00,209742,0.13435500985296348,,101,False,INSUFFICIENT_104_WEEK_HISTORY
2012-06-27,2012-06-27T13:00:00,RUSSELL2000,RTY,2012-06-19,2012-06-19,2012-06-22T15:30:00-04:00,23977A,-0.1084303701053652,,101,False,INSUFFICIENT_104_WEEK_HISTORY
