date,family,futures_root,fund_count,expected_fund_count,total_prior_day_aum,rebalance_coefficient_t1,rebalance_coefficient_t2,prior_day_date,second_prior_day_date,contributing_tickers,data_quality,source_version
2013-02-14,SP500,ES,5,5,5821285718.64,25800244858.19,25462449504.91,2013-02-13,2013-02-12,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-15,NASDAQ100,NQ,5,5,1604540455.02,7403617023.04,7403484299.91,2013-02-14,2013-02-13,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-15,RUSSELL2000,RTY,5,5,1867858333.70,5957300888.04,5921413500.72,2013-02-14,2013-02-13,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-15,SP500,ES,5,5,5817692628.58,25764976712.51,25800244858.19,2013-02-14,2013-02-13,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-19,NASDAQ100,NQ,5,5,1590008769.50,7387319302.67,7403617023.04,2013-02-15,2013-02-14,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-19,RUSSELL2000,RTY,5,5,1867051049.56,5976257987.28,5957300888.04,2013-02-15,2013-02-14,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-19,SP500,ES,5,5,5787941922.37,25762486302.90,25764976712.51,2013-02-15,2013-02-14,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-20,NASDAQ100,NQ,5,5,1617014254.04,7540713801.31,7387319302.67,2013-02-19,2013-02-15,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-20,RUSSELL2000,RTY,5,5,1882007790.64,5995170523.44,5976257987.28,2013-02-19,2013-02-15,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-20,SP500,ES,5,5,5794374109.64,25705970249.16,25762486302.90,2013-02-19,2013-02-15,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-21,NASDAQ100,NQ,5,5,1602932493.63,7577254909.42,7540713801.31,2013-02-20,2013-02-19,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-21,RUSSELL2000,RTY,5,5,1863093058.48,6015750951.12,5995170523.44,2013-02-20,2013-02-19,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-21,SP500,ES,5,5,5848863039.94,26215870257.24,25705970249.16,2013-02-20,2013-02-19,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-22,NASDAQ100,NQ,5,5,1545801423.72,7481192061.02,7577254909.42,2013-02-21,2013-02-20,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-22,RUSSELL2000,RTY,5,5,1854304513.32,6001646766.00,6015750951.12,2013-02-21,2013-02-20,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-22,SP500,ES,5,5,5845105048.60,26375068995.55,26215870257.24,2013-02-21,2013-02-20,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-25,NASDAQ100,NQ,5,5,1547788466.32,7425904682.77,7481192061.02,2013-02-22,2013-02-21,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-25,RUSSELL2000,RTY,5,5,1866145326.78,5984474054.76,6001646766.00,2013-02-22,2013-02-21,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-25,SP500,ES,5,5,5815218847.11,26065881897.69,26375068995.55,2013-02-22,2013-02-21,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-26,NASDAQ100,NQ,5,5,1547619002.13,7530308007.95,7425904682.77,2013-02-25,2013-02-22,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-26,RUSSELL2000,RTY,5,5,1871035586.06,6124467504.60,5984474054.76,2013-02-25,2013-02-22,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-26,SP500,ES,5,5,5984229356.34,27157490119.28,26065881897.69,2013-02-25,2013-02-22,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-27,NASDAQ100,NQ,5,5,1573241544.10,7598841202.05,7530308007.95,2013-02-26,2013-02-25,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-27,RUSSELL2000,RTY,5,5,1893569721.44,6174337459.68,6124467504.60,2013-02-26,2013-02-25,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-27,SP500,ES,5,5,6006731771.91,27116431263.87,27157490119.28,2013-02-26,2013-02-25,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-28,NASDAQ100,NQ,5,5,1617872262.47,7743792899.42,7598841202.05,2013-02-27,2013-02-26,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-28,RUSSELL2000,RTY,5,5,1913656053.32,6241823014.08,6174337459.68,2013-02-27,2013-02-26,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-02-28,SP500,ES,5,5,5959747325.79,26701594888.57,27116431263.87,2013-02-27,2013-02-26,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-01,NASDAQ100,NQ,5,5,1649122071.37,8117492375.87,7743792899.42,2013-02-28,2013-02-27,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-01,RUSSELL2000,RTY,5,5,1914721805.90,6238019982.60,6241823014.08,2013-02-28,2013-02-27,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-01,SP500,ES,5,5,5952691681.06,26900407567.48,26701594888.57,2013-02-28,2013-02-27,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-04,NASDAQ100,NQ,5,5,1648981589.46,8089761384.80,8117492375.87,2013-03-01,2013-02-28,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-04,RUSSELL2000,RTY,5,5,1923696877.46,6258520162.92,6238019982.60,2013-03-01,2013-02-28,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-04,SP500,ES,5,5,6461582711.78,27817661323.33,26900407567.48,2013-03-01,2013-02-28,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-05,NASDAQ100,NQ,5,5,1650994888.51,8081481163.27,8089761384.80,2013-03-04,2013-03-01,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-05,RUSSELL2000,RTY,5,5,1925855239.26,6254196415.32,6258520162.92,2013-03-04,2013-03-01,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-05,SP500,ES,5,5,6606471464.90,27958511148.49,27817661323.33,2013-03-04,2013-03-01,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-06,NASDAQ100,NQ,5,5,1605538969.58,7864770937.21,8081481163.27,2013-03-05,2013-03-04,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-06,RUSSELL2000,RTY,5,5,1930948592.14,6292135703.88,6254196415.32,2013-03-05,2013-03-04,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-06,SP500,ES,5,5,6725519114.88,28048567272.88,27958511148.49,2013-03-05,2013-03-04,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-07,NASDAQ100,NQ,5,5,1602822389.10,7829102909.92,7864770937.21,2013-03-06,2013-03-05,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-07,RUSSELL2000,RTY,5,5,1923223424.26,6297656582.28,6292135703.88,2013-03-06,2013-03-05,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-07,SP500,ES,5,5,6722632139.84,28003939319.12,28048567272.88,2013-03-06,2013-03-05,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-08,NASDAQ100,NQ,5,5,1605811898.85,7828554554.71,7829102909.92,2013-03-07,2013-03-06,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-08,RUSSELL2000,RTY,5,5,1928649195.14,6291591154.44,6297656582.28,2013-03-07,2013-03-06,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-08,SP500,ES,5,5,6728447302.28,27957135638.48,28003939319.12,2013-03-07,2013-03-06,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-11,NASDAQ100,NQ,5,5,1606246470.98,7822243217.82,7828554554.71,2013-03-08,2013-03-07,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-11,RUSSELL2000,RTY,5,5,1906310229.04,6179200231.20,6291591154.44,2013-03-08,2013-03-07,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-11,SP500,ES,5,5,6771159820.45,28187244551.26,27957135638.48,2013-03-08,2013-03-07,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-12,NASDAQ100,NQ,5,5,1606385085.81,7802093555.90,7822243217.82,2013-03-11,2013-03-08,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-12,RUSSELL2000,RTY,5,5,1906094928.36,6178821623.04,6179200231.20,2013-03-11,2013-03-08,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-12,SP500,ES,5,5,6893227169.16,28286459164.20,28187244551.26,2013-03-11,2013-03-08,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-13,NASDAQ100,NQ,5,5,1630969433.21,7947063865.54,7802093555.90,2013-03-12,2013-03-11,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-13,RUSSELL2000,RTY,5,5,1903379404.78,6180411420.36,6178821623.04,2013-03-12,2013-03-11,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-13,SP500,ES,5,5,6934985484.41,28588791209.18,28286459164.20,2013-03-12,2013-03-11,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-14,NASDAQ100,NQ,5,5,1627668861.04,7913829202.23,7947063865.54,2013-03-13,2013-03-12,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-14,RUSSELL2000,RTY,5,5,1899218430.94,6123093091.56,6180411420.36,2013-03-13,2013-03-12,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-14,SP500,ES,5,5,6932531698.66,28545006226.01,28588791209.18,2013-03-13,2013-03-12,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-15,NASDAQ100,NQ,5,5,1628037080.89,7892879233.24,7913829202.23,2013-03-14,2013-03-13,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-15,RUSSELL2000,RTY,5,5,1911426672.02,6116091627.72,6123093091.56,2013-03-14,2013-03-13,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-15,SP500,ES,5,5,6933562209.79,28434790158.18,28545006226.01,2013-03-14,2013-03-13,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-18,NASDAQ100,NQ,5,5,1595745395.40,7839246513.04,7892879233.24,2013-03-15,2013-03-14,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-18,RUSSELL2000,RTY,5,5,1910166126.62,6116921118.60,6116091627.72,2013-03-15,2013-03-14,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-18,SP500,ES,5,5,6947510606.55,28526247029.73,28434790158.18,2013-03-15,2013-03-14,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-19,NASDAQ100,NQ,5,5,1582430001.13,7806249686.80,7839246513.04,2013-03-18,2013-03-15,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-19,RUSSELL2000,RTY,5,5,1928668143.28,6168016488.00,6116921118.60,2013-03-18,2013-03-15,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-19,SP500,ES,5,5,6992274456.44,28855511486.01,28526247029.73,2013-03-18,2013-03-15,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-20,NASDAQ100,NQ,5,5,1576945137.65,7754131128.96,7806249686.80,2013-03-19,2013-03-18,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-20,RUSSELL2000,RTY,5,5,1922711295.44,6169872474.48,6168016488.00,2013-03-19,2013-03-18,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-20,SP500,ES,5,5,7012283428.97,28962745474.66,28855511486.01,2013-03-19,2013-03-18,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-21,NASDAQ100,NQ,5,5,1592046729.36,7803186082.18,7754131128.96,2013-03-20,2013-03-19,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-21,RUSSELL2000,RTY,5,5,1943615600.34,6215982785.40,6169872474.48,2013-03-20,2013-03-19,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-21,SP500,ES,5,5,7036181928.31,28911756343.29,28962745474.66,2013-03-20,2013-03-19,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-22,NASDAQ100,NQ,5,5,1576970521.45,7790396510.45,7803186082.18,2013-03-21,2013-03-20,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-22,RUSSELL2000,RTY,5,5,1913712425.66,6266870492.52,6215982785.40,2013-03-21,2013-03-20,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-22,SP500,ES,5,5,7088144900.01,29361357124.95,28911756343.29,2013-03-21,2013-03-20,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-25,NASDAQ100,NQ,5,5,1572017907.20,7663317918.89,7790396510.45,2013-03-22,2013-03-21,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-25,RUSSELL2000,RTY,5,5,1919534922.96,6292183362.00,6266870492.52,2013-03-22,2013-03-21,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-25,SP500,ES,5,5,7052264684.59,28978961264.86,29361357124.95,2013-03-22,2013-03-21,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-26,NASDAQ100,NQ,5,5,1571174325.35,7685930611.18,7663317918.89,2013-03-25,2013-03-22,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-26,RUSSELL2000,RTY,5,5,1922336058.46,6296781979.08,6292183362.00,2013-03-25,2013-03-22,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-26,SP500,ES,5,5,7062248700.92,29114729343.97,28978961264.86,2013-03-25,2013-03-22,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-27,NASDAQ100,NQ,5,5,1569785625.68,7694879669.49,7685930611.18,2013-03-26,2013-03-25,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-27,RUSSELL2000,RTY,5,5,1927740283.94,6294150042.12,6296781979.08,2013-03-26,2013-03-25,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-27,SP500,ES,5,5,7080524216.45,29017397872.30,29114729343.97,2013-03-26,2013-03-25,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-28,NASDAQ100,NQ,5,5,1551504559.83,7647797609.47,7694879669.49,2013-03-27,2013-03-26,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-28,RUSSELL2000,RTY,5,5,1928540977.98,6292150834.92,6294150042.12,2013-03-27,2013-03-26,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-03-28,SP500,ES,5,5,7080902226.74,29022922597.41,29017397872.30,2013-03-27,2013-03-26,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-04-01,NASDAQ100,NQ,5,5,1550618133.39,7661532553.36,7647797609.47,2013-03-28,2013-03-27,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-04-01,RUSSELL2000,RTY,5,5,1929532626.62,6294914118.60,6292150834.92,2013-03-28,2013-03-27,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-04-01,SP500,ES,5,5,7085975255.95,29042878794.27,29022922597.41,2013-03-28,2013-03-27,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-04-02,NASDAQ100,NQ,5,5,1549583936.69,7704630907.38,7661532553.36,2013-04-01,2013-03-28,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-04-02,RUSSELL2000,RTY,5,5,1916355277.14,6328812870.84,6294914118.60,2013-04-01,2013-03-28,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-04-02,SP500,ES,5,5,7090689343.26,29154401127.76,29042878794.27,2013-04-01,2013-03-28,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-04-03,NASDAQ100,NQ,5,5,1579136458.98,7826039758.16,7704630907.38,2013-04-02,2013-04-01,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-04-03,RUSSELL2000,RTY,5,5,1910302968.72,6336055857.12,6328812870.84,2013-04-02,2013-04-01,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-04-03,SP500,ES,5,5,7166649498.90,29631592313.59,29154401127.76,2013-04-02,2013-04-01,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-04-04,NASDAQ100,NQ,5,5,1571980297.29,7809287903.47,7826039758.16,2013-04-03,2013-04-02,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-04-04,RUSSELL2000,RTY,5,5,1928213954.18,6463900280.28,6336055857.12,2013-04-03,2013-04-02,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-04-04,SP500,ES,5,5,7220891497.58,30195898191.88,29631592313.59,2013-04-03,2013-04-02,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-04-05,NASDAQ100,NQ,5,5,1562800402.37,7788375596.76,7809287903.47,2013-04-04,2013-04-03,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-04-05,RUSSELL2000,RTY,5,5,1936692203.94,6445769456.28,6463900280.28,2013-04-04,2013-04-03,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-04-05,SP500,ES,5,5,7195241340.75,29943898162.65,30195898191.88,2013-04-04,2013-04-03,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-04-08,NASDAQ100,NQ,5,5,1543943521.48,7749638510.60,7788375596.76,2013-04-05,2013-04-04,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-04-08,RUSSELL2000,RTY,5,5,1933875930.36,6448029753.60,6445769456.28,2013-04-05,2013-04-04,RWM;SRTY;TWM;URTY;UWM,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-04-08,SP500,ES,5,5,7214656715.58,30141063665.03,29943898162.65,2013-04-05,2013-04-04,SDS;SH;SPXU;SSO;UPRO,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
2013-04-09,NASDAQ100,NQ,5,5,1533948216.81,7688989876.16,7749638510.60,2013-04-08,2013-04-05,PSQ;QID;QLD;SQQQ;TQQQ,PASS_EXACT_T1_T2,CEF_STAGE4A_PROSHARES_SHA256_8dbdfcf4f13861de
